cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count
922860,"(E)-N-(3,4-dihydro-2H-quinoline-1-carbothioyl)-3-thiophen-2-ylprop-2-enamide",C1CC2=CC=CC=C2N(C1)C(=S)NC(=O)C=CC3=CC=CS3,328.46200000000005,22,17,1,2,2,0,2
289689,"ethyl 1,3-dioxo-12,12a-dihydro-11H-naphtho[2,1-e]indolizine-2-carboxylate",CCOC(=O)C1C(=O)C2CCC3=C(N2C1=O)C=CC4=CC=CC=C34,323.348,24,19,4,1,0,0,2
582790,"2-methylsulfonyl-1,2,3,4,5,6,7,8-octahydronaphthalene-4a,5,6,7,8,8a-hexaid-1-ol",CS(=O)(=O)C1CC[C-]2[CH-][CH-][CH-][CH-][C-]2C1O,226.29700000000003,15,11,3,0,1,0,0
10645,10-(2-pyrrolidin-1-ylethyl)phenothiazine;hydrochloride,C1CCN(C1)CCN2C3=CC=CC=C3SC4=CC=CC=C42.Cl,332.90000000000003,22,18,0,2,1,1,2
541723,N-[1-(2-bicyclo[2.2.1]heptanyl)ethyl]cyclopentanecarboxamide,CC(C1CC2CCC1C2)NC(=O)C3CCCC3,235.37099999999995,17,15,1,1,0,0,0
994116,"4-[[4-(dimethylamino)phenyl]methylidene]-5-methyl-2-(4-phenyl-1,3-thiazol-2-yl)pyrazol-3-one",CC1=NN(C(=O)C1=CC2=CC=C(C=C2)N(C)C)C3=NC(=CS3)C4=CC=CC=C4,388.4960000000001,28,22,1,4,1,0,3
200338,(4-piperidin-1-ylcyclohexyl) acetate,CC(=O)OC1CCC(CC1)N2CCCCC2,225.33199999999994,16,13,2,1,0,0,0
89772,"(2,3-dimethylphenyl) acetate",CC1=C(C(=CC=C1)OC(=O)C)C,164.20399999999995,12,10,2,0,0,0,1
253081,4-[5-[[amino(sulfanyl)methylidene]hydrazinylidene]-3-methyl-4H-pyrazol-1-yl]benzenesulfonic acid,CC1=NN(C(=NN=C(N)S)C1)C2=CC=C(C=C2)S(=O)(=O)O,327.3910000000001,21,11,3,5,2,0,1
755054,"2-(4-fluorophenyl)sulfonyl-1,3,4,5-tetrahydropyrido[4,3-b]indole",C1CN(CC2=C1NC3=CC=CC=C23)S(=O)(=O)C4=CC=C(C=C4)F,330.384,23,17,2,2,1,1,3
426171,"N-[2-(5,7,12,13-tetrahydrobenzo[d][2]benzazonin-6-yl)ethyl]-4,5-dihydro-1H-imidazol-2-amine",C1CC2=CC=CC=C2CN(CC3=CC=CC=C31)CCNC4=NCCN4,334.46700000000004,25,21,0,4,0,0,2
512312,"5-(2-bromoethenyl)-1-[(2S,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O,333.13800000000003,19,11,5,2,0,1,1
582145,1-(4-chlorophenyl)-3-phenylprop-2-yn-1-one,C1=CC=C(C=C1)C#CC(=O)C2=CC=C(C=C2)Cl,240.689,17,15,1,0,0,1,2
794994,5-methyl-2-[(2-methylphenyl)methylideneamino]phenol,CC1=CC(=C(C=C1)N=CC2=CC=CC=C2C)O,225.291,17,15,1,1,0,0,2
251998,"4-acetamido-3,5-dimethylbenzoic acid",CC1=CC(=CC(=C1NC(=O)C)C)C(=O)O,207.22899999999998,15,11,3,1,0,0,1
724157,1-(4-chlorophenyl)-3-[[2-(2-methylphenoxy)acetyl]amino]urea,CC1=CC=CC=C1OCC(=O)NNC(=O)NC2=CC=C(C=C2)Cl,333.7750000000001,23,16,3,3,0,1,2
677279,(E)-3-[5-(2-bromophenyl)furan-2-yl]prop-2-enoic acid,C1=CC=C(C(=C1)C2=CC=C(O2)C=CC(=O)O)Br,293.116,17,13,3,0,0,1,2
746421,"3-(4-nitro-1,3-dioxoisoindol-2-yl)benzoic acid",C1=CC(=CC(=C1)N2C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-])C(=O)O,312.237,23,15,6,2,0,0,2
514664,"(4R)-3-[(2S,3S)-3-(2,3-dihydro-1H-indole-4-carbonylamino)-2-hydroxy-4-phenylbutanoyl]-5,5-dimethyl-N-(thiophen-2-ylmethyl)-1,3-thiazolidine-4-carboxamide",CC1(C(N(CS1)C(=O)C(C(CC2=CC=CC=C2)NC(=O)C3=C4CCNC4=CC=C3)O)C(=O)NCC5=CC=CS5)C,578.7600000000003,40,30,4,4,2,0,3
469946,2-[2-[(1-amino-1-oxobutan-2-yl)amino]ethylamino]butanamide,CCC(C(=O)N)NCCNC(CC)C(=O)N,230.31199999999998,16,10,2,4,0,0,0
831451,"(E)-3-(1,3-benzodioxol-5-yl)-N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)prop-2-enamide",CC(C)(C)C1=NN=C(S1)NC(=O)C=CC2=CC3=C(C=C2)OCO3,331.3970000000001,23,16,3,3,1,0,2
18081,1-(diaminomethylidene)-2-[4-[N-(diaminomethylideneamino)-C-methylcarbonimidoyl]phenyl]guanidine,CC(=NN=C(N)N)C1=CC=C(C=C1)N=C(N)N=C(N)N,275.32000000000005,20,11,0,9,0,0,1
308529,3-[[3-(6-amino-7H-purin-8-yl)phenyl]carbamoyl]-4-methoxybenzenesulfonyl fluoride,COC1=C(C=C(C=C1)S(=O)(=O)F)C(=O)NC2=CC=CC(=C2)C3=NC4=NC=NC(=C4N3)N,442.43200000000013,31,19,4,6,1,1,4
232361,ethyl 2-[(3-chlorophenyl)carbamoyloxy]propanoate,CCOC(=O)C(C)OC(=O)NC1=CC(=CC=C1)Cl,271.70000000000005,18,12,4,1,0,1,1
424046,ethyl 2-[1-[(2-chloroquinolin-3-yl)methyl]-3-methylpyridin-1-ium-4-yl]-2-hydroxybutanoate,CCC(C1=C(C=[N+](C=C1)CC2=CC3=CC=CC=C3N=C2Cl)C)(C(=O)OCC)O,399.89800000000014,28,22,3,2,0,1,3
725392,"1-(3-methyl-1,3-benzothiazol-2-ylidene)-4-phenylbut-3-en-2-one",CN1C2=CC=CC=C2SC1=CC(=O)C=CC3=CC=CC=C3,293.39099999999996,21,18,1,1,1,0,2
255124,1-(5-methylthiophen-2-yl)butan-1-one,CCCC(=O)C1=CC=C(S1)C,168.26099999999997,11,9,1,0,1,0,1
321081,"5-[(3,4-dimethoxyphenyl)methylsulfonyl]-2-(4-methylpiperazin-1-yl)pyrimidin-4-amine",CN1CCN(CC1)C2=NC=C(C(=N2)N)S(=O)(=O)CC3=CC(=C(C=C3)OC)OC,407.49600000000027,28,18,4,5,1,0,2
696213,N-naphthalen-1-yl-2-quinolin-8-ylsulfanylacetamide,C1=CC=C2C(=C1)C=CC=C2NC(=O)CSC3=CC=CC4=C3N=CC=C4,344.439,25,21,1,2,1,0,4
496250,"benzhydryl 2-(aminomethyl)-5,5-dimethyl-1,3-thiazolidine-4-carboxylate",CC1(C(NC(S1)CN)C(=O)OC(C2=CC=CC=C2)C3=CC=CC=C3)C,356.49100000000004,25,20,2,2,1,0,2
580359,6-amino-3-methylpyrimidin-4-one,CN1C=NC(=CC1=O)N,125.13099999999999,9,5,1,3,0,0,1
556712,"1,2-bis(buta-1,3-dienyl)cyclobutane",C=CC=CC1CCC1C=CC=C,160.26,12,12,0,0,0,0,0
360456,"3-methylsulfanyl-N,2-diphenyl-1,2,4-thiadiazol-5-imine;hydrochloride",CSC1=NC(=NC2=CC=CC=C2)SN1C3=CC=CC=C3.Cl,335.88500000000005,21,15,0,3,2,1,3
782170,"1-[(2,4-difluorophenyl)methyl]-4-(4-methylphenyl)piperazine",CC1=CC=C(C=C1)N2CCN(CC2)CC3=C(C=C(C=C3)F)F,302.36799999999994,22,18,0,2,0,2,2
577125,[acetyloxy-(4-methylphenyl)methyl] acetate,CC1=CC=C(C=C1)C(OC(=O)C)OC(=O)C,222.23999999999995,16,12,4,0,0,0,1
346860,5-[(N-benzoyl-C-sulfanylcarbonimidoyl)amino]-2-methylpyrimidine-4-carboxylic acid,CC1=NC=C(C(=N1)C(=O)O)NC(=NC(=O)C2=CC=CC=C2)S,316.342,22,14,3,4,1,0,2
736997,"3-benzyl-4-hydroxypyrido[1,2-a]pyrimidin-2-one",C1=CC=C(C=C1)CC2=C(N3C=CC=CC3=NC2=O)O,252.273,19,15,2,2,0,0,3
284077,[4-(3-chloro-4-methylphenyl)piperazin-1-yl]-(4-nitrophenyl)methanone,CC1=C(C=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-])Cl,359.813,25,18,3,3,0,1,2
321518,"2-[ethylcarbamoyl-(5-nitro-1,3-thiazol-2-yl)amino]-N-methylacetamide",CCNC(=O)N(CC(=O)NC)C1=NC=C(S1)[N+](=O)[O-],287.30100000000004,19,9,4,5,1,0,1
263616,"2,3-dimethyl-1-propan-2-ylaziridine;2,4,6-trinitrobenzenesulfonic acid",CC1C(N1C(C)C)C.C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-])[N+](=O)[O-],406.3730000000001,27,13,9,4,1,0,1
241737,5-chloro-3H-2-benzofuran-1-one,C1C2=C(C=CC(=C2)Cl)C(=O)O1,168.57899999999998,11,8,2,0,0,1,1
126517,"(4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-one",C1C(=O)C(C(C(O1)CO)O)O,162.141,11,6,5,0,0,0,0
756322,"6-[[(2S)-oxolan-2-yl]methyl]pyrrolo[3,4-b]pyridine-5,7-dione",C1CC(OC1)CN2C(=O)C3=C(C2=O)N=CC=C3,232.239,17,12,3,2,0,0,1
201940,4-(3-phenyl-3-piperidin-1-ylpropyl)morpholine,C1CCN(CC1)C(CCN2CCOCC2)C3=CC=CC=C3,288.43499999999995,21,18,1,2,0,0,1
330877,"8-amino-3,4-dihydroxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[7.5.2.01,10.02,7]hexadeca-2,4,6-trien-15-one",CC(C)C1=C(C(=C2C(=C1)C(C3C4C2(CCCC4(C)C)C(=O)O3)N)O)O,345.439,25,20,4,1,0,0,1
125363,2-(aminomethyl)-4-(4-chlorophenyl)-4-hydroxybutanoic acid,C1=CC(=CC=C1C(CC(CN)C(=O)O)O)Cl,243.68999999999997,16,11,3,1,0,1,1
778968,2-hydroxy-N-[(3-hydroxy-4-methoxyphenyl)methylideneamino]benzamide,COC1=C(C=C(C=C1)C=NNC(=O)C2=CC=CC=C2O)O,286.287,21,15,4,2,0,0,2
561895,"1,3,4-tris(phenylmethoxy)butan-2-ol",C1=CC=C(C=C1)COCC(C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)O,392.4950000000001,29,25,4,0,0,0,3
997068,"2-[[4-benzyl-5-[(4-fluoroanilino)methyl]-1,2,4-triazol-3-yl]sulfanyl]-N-(4-ethylphenyl)acetamide",CCC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2CC3=CC=CC=C3)CNC4=CC=C(C=C4)F,475.59300000000013,34,26,1,5,1,1,4
799214,"3-(4-fluorophenyl)-5-(trifluoromethyl)-1,2-oxazole",C1=CC(=CC=C1C2=NOC(=C2)C(F)(F)F)F,231.14799999999994,16,10,1,1,0,4,2
723689,"(2,6-dimethylphenyl) furan-2-carboxylate",CC1=C(C(=CC=C1)C)OC(=O)C2=CC=CO2,216.23599999999996,16,13,3,0,0,0,2
194144,"trans-ethyl (1S,2R)-1-(7-ethoxy-3-methyl-7-oxoheptyl)-2-[(3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentane-1-carboxylate",CCCCCC(C=CC1CCC(=O)C1(CCC(C)CCCC(=O)OCC)C(=O)OCC)O,452.6320000000003,32,26,6,0,0,0,0
200846,"sulfuric acid;2-[2-(1,8,8-trimethyl-3-azabicyclo[3.2.1]octan-3-yl)ethyl]guanidine",CC1(C2CCC1(CN(C2)CCN=C(N)N)C)C.OS(=O)(=O)O,336.458,22,13,4,4,1,0,0
226896,propan-2-yl 2-methylpentanoate,CCCC(C)C(=O)OC(C)C,158.24099999999999,11,9,2,0,0,0,0
774484,"N-(2,4-dioxo-1H-pyrimidin-5-yl)-3-(furan-2-yl)prop-2-enamide",C1=COC(=C1)C=CC(=O)NC2=CNC(=O)NC2=O,247.20999999999998,18,11,4,3,0,0,2
289931,"5-benzyl-6a-hydroxy-3-phenyl-2,3,3a,4-tetrahydro-1H-pyrrolo[3,4-c]pyrazol-6-one",C1C2C(NNC2(C(=O)N1CC3=CC=CC=C3)O)C4=CC=CC=C4,309.369,23,18,2,3,0,0,2
759783,"(2S)-2-(3,4-dimethoxyphenyl)-2-(2-methyl-1,3-dioxolan-2-yl)acetonitrile",CC1(OCCO1)C(C#N)C2=CC(=C(C=C2)OC)OC,263.293,19,14,4,1,0,0,1
618227,4-nitro-1-tritylimidazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=C(N=C4)[N+](=O)[O-],355.3970000000001,27,22,2,3,0,0,4
797136,"(2S)-N-(2,6-dimethylphenyl)-2-(2-methoxyphenoxy)propanamide",CC1=C(C(=CC=C1)C)NC(=O)C(C)OC2=CC=CC=C2OC,299.37000000000006,22,18,3,1,0,0,2
550122,"2-ethyl-6-(2-ethyl-1,3,2-dioxaborolan-4-yl)-4-(3,7,11-trimethyldodeca-1,6,10-trien-3-yloxy)-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaborole",B1(OCC(O1)C2C3C(C(O2)OC(C)(CCC=C(C)CCC=C(C)C)C=C)OB(O3)CC)CC,460.2290000000003,33,25,6,0,0,0,0
625781,"7-ethyl-1,3-dimethyl-5,5-bis(trifluoromethyl)-8H-pyrimido[4,5-d]pyrimidine-2,4-dione",CCC1=NC(C2=C(N1)N(C(=O)N(C2=O)C)C)(C(F)(F)F)C(F)(F)F,358.24199999999996,24,12,2,4,0,6,1
296746,7-chlorobicyclo[2.2.1]heptan-2-one,C1CC2C(C1CC2=O)Cl,144.601,9,7,1,0,0,1,0
105410,"N-(2,3-dimethoxypropyl)-N-ethyl-4-[(6-methoxy-3-methyl-1,3-benzothiazol-3-ium-2-yl)diazenyl]aniline",CCN(CC(COC)OC)C1=CC=C(C=C1)N=NC2=[N+](C3=C(S2)C=C(C=C3)OC)C,429.5660000000002,30,22,3,4,1,0,3
873075,[[(2Z)-2-(furan-2-ylmethylidene)cyclohexylidene]amino]thiourea,C1CCC(=NNC(=S)N)C(=CC2=CC=CO2)C1,249.339,17,12,1,3,1,0,1
203548,(1-phenylmethoxy-3-prop-2-ynoxypropan-2-yl) carbamate,C#CCOCC(COCC1=CC=CC=C1)OC(=O)N,263.293,19,14,4,1,0,0,1
310637,"1-(3,4-dichlorophenyl)-3-(4-methylpentan-2-ylideneamino)urea",CC(C)CC(=NNC(=O)NC1=CC(=C(C=C1)Cl)Cl)C,302.20500000000004,19,13,1,3,0,2,1
238534,N-(octylideneamino)octan-1-amine,CCCCCCCCNN=CCCCCCCC,254.46199999999993,18,16,0,2,0,0,0
378412,"N'-[4-(4-methoxyanilino)-6-[2-(2-phenylacetyl)hydrazinyl]-1,3,5-triazin-2-yl]pyridine-4-carbohydrazide",COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NNC(=O)C3=CC=NC=C3)NNC(=O)CC4=CC=CC=C4,485.5080000000002,36,24,3,9,0,0,4
188159,"1,4,7,10,13,16-hexaoxacyclooctadecane;methanesulfonyl chloride",CS(=O)(=O)Cl.CS(=O)(=O)Cl.C1COCCOCCOCCOCCOCCO1,493.42400000000055,28,14,10,0,2,2,0
316951,ethyl 3-(hydroxymethyl)-2-oxo-1H-indole-3-carboxylate,CCOC(=O)C1(C2=CC=CC=C2NC1=O)CO,235.23899999999998,17,12,4,1,0,0,1
14836,"3-(5-chloro-2-bicyclo[2.2.1]heptanyl)-1,1-dimethylurea",CN(C)C(=O)NC1CC2CC1CC2Cl,216.71199999999996,14,10,1,2,0,1,0
742412,"(4R)-4-(2-fluorophenyl)-6-methyl-N-(2-methylphenyl)-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxamide",CC1=CC=CC=C1NC(=O)C2=C(NC(=O)NC2C3=CC=CC=C3F)C,339.37000000000006,25,19,2,3,0,1,2
560082,1-butan-2-yl-1-ethylhydrazine,CCC(C)N(CC)N,116.20800000000001,8,6,0,2,0,0,0
132732,4-[(6-amino-4-hydroxy-2-oxoazepan-3-yl)amino]-3-[[3-[carboxy(chloro)methyl]-2-chloro-2-(1-chloro-3-hydroxybutyl)cyclopropanecarbonyl]amino]-4-oxobutanoic acid,CC(CC(C1(C(C1C(=O)NC(CC(=O)O)C(=O)NC2C(CC(CNC2=O)N)O)C(C(=O)O)Cl)Cl)Cl)O,575.8300000000002,36,20,9,4,0,3,0
287637,,C1CC2C(CCCC23OCCO3)C4(C1)OCCO4.C1CC2C(CCCC23OCCO3)C4(C1)OCCO4,508.6520000000005,36,28,8,0,0,0,0
47727,"[1,6-dihydroxy-5-(hydroxymethyl)-1,2,3,4-tetrahydronaphthalen-2-yl]-propan-2-ylazanium chloride",CC(C)[NH2+]C1CCC2=C(C1O)C=CC(=C2CO)O.[Cl-],287.78700000000003,19,14,3,1,0,1,1
57175,"(3R,5S,6S,7S)-19-methyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",CC1=CC2=CC=CC=C2C3=C1C4=C(C=C3)C(C(C5C4O5)O)O,292.334,22,19,3,0,0,0,3
580239,"4-phenyl-N-(2,2,6,6-tetramethylpiperidin-4-yl)benzamide",CC1(CC(CC(N1)(C)C)NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3)C,336.4790000000001,25,22,1,2,0,0,2
306328,ethyl 4-[(4-fluorophenyl)carbamoylamino]benzoate,CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)F,302.305,22,16,3,2,0,1,2
731296,"3-[(2R)-3-oxobutan-2-yl]-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one",CC(C(=O)C)N1C=NC2=C(C1=O)C3=C(S2)CCCC3,276.36100000000005,19,14,2,2,1,0,2
989950,"6-(4-bromophenyl)-3-(phenoxymethyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",C1=CC=C(C=C1)OCC2=NN=C3N2N=C(S3)C4=CC=C(C=C4)Br,387.262,23,16,1,4,1,1,4
132414,"3,3-bis(2-carboxyoxyethyl)undecyl hydrogen carbonate",CCCCCCCCC(CCOC(=O)O)(CCOC(=O)O)CCOC(=O)O,392.44500000000016,27,18,9,0,0,0,0
668855,N-(5-chloro-2-methoxyphenyl)-2-phenylacetamide,COC1=C(C=C(C=C1)Cl)NC(=O)CC2=CC=CC=C2,275.73499999999996,19,15,2,1,0,1,2
910648,[4-[(2-hydroxyphenyl)methylideneamino]-1-methylpyrazol-3-yl]-morpholin-4-ylmethanone,CN1C=C(C(=N1)C(=O)N2CCOCC2)N=CC3=CC=CC=C3O,314.34499999999997,23,16,3,4,0,0,2
789360,"N-(benzylideneamino)-2,5-dichlorobenzenesulfonamide",C1=CC=C(C=C1)C=NNS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,329.20799999999997,20,13,2,2,1,2,2
514724,"2-chloroethyl N-[(2S,3S)-4-[(4R)-5,5-dimethyl-4-[(2-methylphenyl)methylcarbamoyl]-1,3-thiazolidin-3-yl]-3-hydroxy-4-oxo-1-phenylbutan-2-yl]carbamate",CC1=CC=CC=C1CNC(=O)C2C(SCN2C(=O)C(C(CC3=CC=CC=C3)NC(=O)OCCCl)O)(C)C,548.1050000000002,37,27,5,3,1,1,2
107571,butyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,CCCCOC(=O)C=CC1=CC(=C(C=C1)O)OC,250.29399999999998,18,14,4,0,0,0,1
915113,"(6R)-1-(4-chlorophenyl)-6-hydroxy-4,4,6-trimethyl-3-propyl-1,3-diazinan-2-one",CCCN1C(=O)N(C(CC1(C)C)(C)O)C2=CC=C(C=C2)Cl,310.82499999999993,21,16,2,2,0,1,1
12862,"2,4-difluoro-6-phenylsulfanyl-1,3,5-triazine",C1=CC=C(C=C1)SC2=NC(=NC(=N2)F)F,225.22299999999996,15,9,0,3,1,2,2
601950,"5-(2-methyl-1,3-dioxo-8-propyl-5,8-dihydro-[1,2,4]triazolo[1,2-a]pyridazin-5-yl)pentyl acetate",CCCC1C=CC(N2N1C(=O)N(C2=O)C)CCCCCOC(=O)C,337.42000000000013,24,17,4,3,0,0,1
492199,"(2R,3S,5R)-5-(2-chloro-5,6-dimethylbenzimidazol-1-yl)-2-(hydroxymethyl)oxolan-3-ol",CC1=CC2=C(C=C1C)N(C(=N2)Cl)C3CC(C(O3)CO)O,296.754,20,14,3,2,0,1,2
501969,ethyl (4S)-4-[[(2S)-2-[[(2S)-4-methyl-2-(phenylmethoxycarbonylamino)pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxooct-2-enoate,CCOC(=O)C=CC(CCC(=O)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(C)C)NC(=O)OCC2=CC=CC=C2,593.7210000000001,43,33,7,3,0,0,2
461866,"(1S,16S,17R,18R)-16,18-dihydroxy-17-methoxy-1-methyl-13-oxapentacyclo[10.6.1.02,10.05,9.015,19]nonadeca-2(10),3,5(9),12(19),14-pentaene-6,11-dione",CC12C(C(C(C3=COC(=C31)C(=O)C4=C2C=CC5=C4CCC5=O)O)OC)O,354.3580000000001,26,20,6,0,0,0,2
53873,benzyl-[2-(2-chloro-6-methylanilino)-2-oxoethyl]azanium chloride,CC1=C(C(=CC=C1)Cl)NC(=O)C[NH2+]CC2=CC=CC=C2.[Cl-],325.2389999999999,21,16,1,2,0,2,2
264743,"[(1R,6S,10R,11S)-3-methyl-9-methylidene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.03,5.06,10]hexadec-13(16)-en-11-yl] 2-methylprop-2-enoate",CC(=C)C(=O)OC1CC2=CC(CC3(C(O3)C4C1C(=C)C(=O)O4)C)OC2=O,360.36200000000014,26,19,7,0,0,0,0
986777,"1-[7-[(2-chlorophenyl)methyl]-1,3-dimethyl-2,6-dioxopurin-8-yl]piperidine-4-carboxamide",CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCC(CC3)C(=O)N)CC4=CC=CC=C4Cl,430.8960000000002,30,20,3,6,0,1,3
903583,N-(3-fluorophenyl)-2-(furan-2-yl)quinoline-4-carboxamide,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=CO3)C(=O)NC4=CC(=CC=C4)F,332.334,25,20,2,2,0,1,4
500936,"5-(4-bromoanilino)-6-chloro-2-pyridin-2-yl-1H-benzimidazole-4,7-dione",C1=CC=NC(=C1)C2=NC3=C(N2)C(=O)C(=C(C3=O)NC4=CC=C(C=C4)Br)Cl,429.66100000000006,26,18,2,4,0,2,3
119630,2-amino-3-pyrazol-1-ylpropanoic acid,C1=CN(N=C1)CC(C(=O)O)N,155.15699999999998,11,6,2,3,0,0,1
862051,N-(4-ethoxyphenyl)-2-(5-thiophen-2-yltetrazol-2-yl)acetamide,CCOC1=CC=C(C=C1)NC(=O)CN2N=C(N=N2)C3=CC=CS3,329.385,23,15,2,5,1,0,3
420173,"2-(diethylamino)ethyl 2-hydroxy-2-phenyl-2-(2,3,5,6-tetramethylphenyl)acetate",CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=C(C(=CC(=C2C)C)C)C)O,383.5320000000002,28,24,3,1,0,0,2
515634,"5-amino-N-(5-iminopentyl)-3,4-dihydro-2H-pyrrole-2-carboxamide",C1CC(=NC1C(=O)NCCCCC=N)N,210.28099999999998,15,10,1,4,0,0,0
77681,2-cyclohexyl-6-[(3-cyclohexyl-2-hydroxy-5-methylphenyl)methyl]-4-methylphenol,CC1=CC(=C(C(=C1)C2CCCCC2)O)CC3=C(C(=CC(=C3)C)C4CCCCC4)O,392.5830000000002,29,27,2,0,0,0,2
605051,"N-[4-(4-methylphenyl)-1,3-thiazol-2-yl]-4-nitrobenzenesulfonamide",CC1=CC=C(C=C1)C2=CSC(=N2)NS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],375.4310000000001,25,16,4,3,2,0,3
660022,"2-amino-5-oxo-4-(2-phenylethyl)-4,6,7,8-tetrahydrochromene-3-carbonitrile",C1CC2=C(C(C(=C(O2)N)C#N)CCC3=CC=CC=C3)C(=O)C1,294.35400000000004,22,18,2,2,0,0,1
719797,"N-[(5R)-4-acetyl-5-methyl-5-propyl-1,3,4-thiadiazol-2-yl]acetamide",CCCC1(N(N=C(S1)NC(=O)C)C(=O)C)C,243.332,16,10,2,3,1,0,0
56214,"4,8-dimethylnonan-2-ylidenehydrazine",CC(C)CCCC(C)CC(=NN)C,184.327,13,11,0,2,0,0,0
159098,"4-N-ethyl-4-N-(2-methoxyethyl)-2-methylbenzene-1,4-diamine;4-methylbenzenesulfonate",CCN(CCOC)C1=CC(=C(C=C1)N)C.CC1=CC=C(C=C1)S(=O)(=O)[O-],379.50200000000007,26,19,4,2,1,0,2
156446,"N-(5-tert-butyl-1,2-oxazol-3-yl)cyclopropanecarboxamide",CC(C)(C)C1=CC(=NO1)NC(=O)C2CC2,208.26099999999997,15,11,2,2,0,0,1
850545,"N-(4-chlorophenyl)-5-methyl-N-prop-2-ynyl-1,2-oxazole-4-carboxamide",CC1=C(C=NO1)C(=O)N(CC#C)C2=CC=C(C=C2)Cl,274.707,19,14,2,2,0,1,2
995231,"ethyl 3-[[2-[[5-(phenoxymethyl)-4-phenyl-1,2,4-triazol-3-yl]sulfanyl]acetyl]amino]benzoate",CCOC(=O)C1=CC(=CC=C1)NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)COC4=CC=CC=C4,488.5690000000002,35,26,4,4,1,0,4
318595,"7-methyl-1,2,4-benzotriazin-3-amine",CC1=CC2=C(C=C1)N=C(N=N2)N,160.17999999999998,12,8,0,4,0,0,2
260248,N-[4-[6-[(4-acetamidophenyl)methylideneamino]hexyliminomethyl]phenyl]acetamide,CC(=O)NC1=CC=C(C=C1)C=NCCCCCCN=CC2=CC=C(C=C2)NC(=O)C,406.53000000000003,30,24,2,4,0,0,2
124206,"(3S)-3-(4-aminopyrrolo[2,3-d]pyrimidin-7-yl)nonan-2-ol",CCCCCCC(C(C)O)N1C=CC2=C(N=CN=C21)N,276.38400000000007,20,15,1,4,0,0,2
585182,3-hydroxy-4-methylbenzaldehyde,CC1=C(C=C(C=C1)C=O)O,136.14999999999998,10,8,2,0,0,0,1
801578,N-(4-bromo-3-methylphenyl)-2-chloro-4-methylbenzamide,CC1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Br)C)Cl,338.63200000000006,19,15,1,1,0,2,2
436391,"2-(2-hydroxyethylamino)-1,3-diphenylpropan-1-one",C1=CC=C(C=C1)CC(C(=O)C2=CC=CC=C2)NCCO,269.344,20,17,2,1,0,0,2
635771,"8-(4-methoxyphenyl)-16-methyl-7-oxa-11,16,20,23-tetrazatetracyclo[9.9.6.12,6.09,27]heptacosa-2(27),3,5-triene-10,22-dione",CN1CCCCN2CCCNC(=O)CC(C3=C4C(C2=O)C(OC4=CC=C3)C5=CC=C(C=C5)OC)NCCC1,520.6740000000002,38,30,4,4,0,0,2
625085,"1,2-dichloro-3,4-bis(dichloromethylidene)cyclobutene",C1(=C(C(=C(Cl)Cl)C1=C(Cl)Cl)Cl)Cl,284.784,12,6,0,0,0,6,0
829152,"2-[(2-methyl-1,3-benzothiazol-6-yl)hydrazinylidene]cyclohexane-1,3-dione",CC1=NC2=C(S1)C=C(C=C2)NN=C3C(=O)CCCC3=O,287.34400000000005,20,14,2,3,1,0,2
